CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13512,99,1,251.21,2,1,2,212,Hibernating
13515,86,1,203.4,2,1,1,211,Hibernating
13516,77,1,146.0,2,1,1,211,Hibernating
13517,18,1,1101.86,4,1,4,414,Promising
13520,23,3,1788.58,4,4,5,445,Loyal Customers
13523,38,2,1802.29,3,3,5,335,Need Attention
13524,12,2,247.7,5,3,2,532,Potential Loyalists
13525,87,1,282.88,2,1,2,212,Hibernating
13527,40,2,585.64,3,3,3,333,Need Attention
13529,43,1,181.1,3,1,1,311,About to Sleep
13531,44,1,178.35,3,1,1,311,About to Sleep
13533,21,3,270.79,4,4,2,442,Loyal Customers
13534,25,15,2669.88,4,5,5,455,Loyal Customers
13538,22,3,619.5,4,4,3,443,Loyal Customers
13539,79,2,315.65,2,3,2,232,At-Risk
13544,79,1,122.91,2,1,1,211,Hibernating
13546,39,1,188.16,3,1,1,311,About to Sleep
13548,82,1,281.01,2,1,2,212,Hibernating
13549,31,3,512.55,4,4,3,443,Loyal Customers
13551,158,1,91.8,1,1,1,111,Hibernating
13552,18,7,2279.09,4,5,5,455,Loyal Customers
13555,40,2,1590.05,3,3,5,335,Need Attention
13557,119,1,240.68,1,1,2,112,Hibernating
13561,54,1,141.86,3,1,1,311,About to Sleep
13562,84,1,603.27,2,1,3,213,Hibernating
13565,173,1,110.18,1,1,1,111,Hibernating
13568,12,1,192.85,5,1,1,511,New Customers
13570,82,1,239.49,2,1,2,212,Hibernating
13571,23,4,507.31,4,5,3,453,Loyal Customers
13572,44,1,1384.25,3,1,5,315,About to Sleep
13573,92,1,31.77,2,1,1,211,Hibernating
13575,15,1,88.55,5,1,1,511,New Customers
13576,15,8,3130.3,5,5,5,555,Champions
13577,80,1,356.75,2,1,2,212,Hibernating
13581,148,1,118.0,1,1,1,111,Hibernating
13584,145,1,142.4,1,1,1,111,Hibernating
13588,94,1,113.3,2,1,1,211,Hibernating
13589,18,1,147.0,4,1,1,411,Promising
13590,38,3,912.03,3,4,4,344,Loyal Customers
13591,43,2,776.23,3,3,4,334,Need Attention
13592,44,3,205.51,3,4,1,341,Loyal Customers
13593,1,4,1391.25,5,5,5,555,Champions
13599,37,5,1652.82,4,5,5,455,Loyal Customers
13600,151,1,219.52,1,1,2,112,Hibernating
13601,50,1,373.2,3,1,3,313,About to Sleep
13606,82,2,250.42,2,3,2,232,At-Risk
13610,26,3,474.37,4,4,3,443,Loyal Customers
13611,9,1,333.57,5,1,2,512,New Customers
13614,3,2,794.98,5,3,4,534,Potential Loyalists
13615,157,1,417.69,1,1,3,113,Hibernating
13617,19,1,131.11,4,1,1,411,Promising
13618,12,1,177.34,5,1,1,511,New Customers
13623,49,4,551.92,3,5,3,353,Loyal Customers
13626,91,1,257.23,2,1,2,212,Hibernating
13627,15,2,715.81,5,3,4,534,Potential Loyalists
13629,12,5,3666.0,5,5,5,555,Champions
13630,10,4,1059.54,5,5,4,554,Champions
13631,3,8,2290.72,5,5,5,555,Champions
13632,12,3,814.6,5,4,4,544,Champions
13634,81,2,625.41,2,3,3,233,At-Risk
13636,91,3,541.45,2,4,3,243,At-Risk
13637,26,2,684.85,4,3,4,434,Potential Loyalists
13642,54,1,354.8,3,1,2,312,About to Sleep
13643,24,1,87.9,4,1,1,411,Promising
13647,14,2,803.86,5,3,4,534,Potential Loyalists
13649,95,1,148.8,2,1,1,211,Hibernating
13650,46,2,745.52,3,3,4,334,Need Attention
13652,95,1,329.44,2,1,2,212,Hibernating
13654,40,3,1172.84,3,4,4,344,Loyal Customers
13655,80,1,383.65,2,1,3,213,Hibernating
13656,3,2,379.65,5,3,3,533,Potential Loyalists
13657,40,1,152.34,3,1,1,311,About to Sleep
13658,43,1,933.3,3,1,4,314,About to Sleep
13659,44,2,1573.2,3,3,5,335,Need Attention
13662,51,2,532.94,3,3,3,333,Need Attention
13663,18,1,189.47,4,1,1,411,Promising
13666,126,2,64.05,1,3,1,131,At-Risk
13668,5,12,4068.04,5,5,5,555,Champions
13672,140,2,186.39,1,3,1,131,At-Risk
13675,123,1,308.44,1,1,2,112,Hibernating
13680,176,2,2391.59,1,3,5,135,At-Risk
13682,26,1,59.5,4,1,1,411,Promising
13684,124,1,67.23,1,1,1,111,Hibernating
13686,21,1,72.0,4,1,1,411,Promising
13692,52,2,871.58,3,3,4,334,Need Attention
13694,1,27,31362.78,5,5,5,555,Champions
13695,9,6,749.54,5,5,4,554,Champions
13700,15,6,1245.8,5,5,4,554,Champions
13703,157,1,99.5,1,1,1,111,Hibernating
13706,141,1,330.79,1,1,2,112,Hibernating
13707,106,2,806.41,2,3,4,234,At-Risk
13708,110,1,296.88,1,1,2,112,Hibernating
13709,7,3,1539.08,5,4,5,545,Champions
13711,57,2,252.06,3,3,2,332,Need Attention
13712,85,1,228.84,2,1,2,212,Hibernating
13715,120,2,582.71,1,3,3,133,At-Risk
13716,108,1,138.28,1,1,1,111,Hibernating
13717,11,3,754.22,5,4,4,544,Champions
13718,85,2,306.55,2,3,2,232,At-Risk
13719,44,2,338.74,3,3,2,332,Need Attention
13720,17,3,552.55,4,4,3,443,Loyal Customers
13722,121,1,1463.47,1,1,5,115,Hibernating
13723,56,1,199.85,3,1,1,311,About to Sleep
13725,8,7,1865.7,5,5,5,555,Champions
13728,37,3,493.93,4,4,3,443,Loyal Customers
13731,58,2,610.59,3,3,3,333,Need Attention
13735,14,2,1409.69,5,3,5,535,Potential Loyalists
13736,99,1,357.53,2,1,2,212,Hibernating
13737,39,1,339.6,3,1,2,312,About to Sleep
13740,79,1,350.75,2,1,2,212,Hibernating
13741,22,2,363.13,4,3,3,433,Potential Loyalists
13742,1,10,2648.72,5,5,5,555,Champions
13743,56,2,353.16,3,3,2,332,Need Attention
13744,131,1,893.16,1,1,4,114,Hibernating
13745,1,1,300.04,5,1,2,512,New Customers
13748,71,2,376.85,2,3,3,233,At-Risk
13750,10,3,991.19,5,4,4,544,Champions
13751,127,1,296.25,1,1,2,112,Hibernating
13752,23,4,891.53,4,5,4,454,Loyal Customers
13753,126,1,741.26,1,1,4,114,Hibernating
13754,156,1,156.0,1,1,1,111,Hibernating
13756,22,2,707.41,4,3,4,434,Potential Loyalists
13758,40,3,1632.67,3,4,5,345,Loyal Customers
13760,95,1,135.09,2,1,1,211,Hibernating
13761,18,1,491.71,4,1,3,413,Promising
13762,57,1,306.72,3,1,2,312,About to Sleep
13764,176,1,499.89,1,1,3,113,Hibernating
13767,3,18,5489.43,5,5,5,555,Champions
13769,46,4,1125.71,3,5,4,354,Loyal Customers
13771,38,2,1464.85,3,3,5,335,Need Attention
13772,78,1,228.42,2,1,2,212,Hibernating
13777,4,12,4801.34,5,5,5,555,Champions
13780,9,1,116.28,5,1,1,511,New Customers
13781,89,1,127.84,2,1,1,211,Hibernating
13782,73,2,361.3,2,3,3,233,At-Risk
13784,7,7,1632.39,5,5,5,555,Champions
13791,7,1,937.0,5,1,4,514,New Customers
13792,126,1,74.6,1,1,1,111,Hibernating
13798,4,34,20627.12,5,5,5,555,Champions
13799,133,1,341.7,1,1,2,112,Hibernating
13800,148,1,558.32,1,1,3,113,Hibernating
13802,93,2,3131.06,2,3,5,235,At-Risk
13803,94,1,277.07,2,1,2,212,Hibernating
13804,128,1,723.63,1,1,4,114,Hibernating
13809,144,1,155.05,1,1,1,111,Hibernating
13811,22,3,814.5,4,4,4,444,Loyal Customers
13815,11,2,2977.75,5,3,5,535,Potential Loyalists
13819,140,3,1140.35,1,4,4,144,At-Risk
13821,100,1,270.15,2,1,2,212,Hibernating
13824,42,3,1232.98,3,4,4,344,Loyal Customers
13826,15,1,189.5,5,1,1,511,New Customers
13831,39,2,689.99,3,3,4,334,Need Attention
13835,54,1,328.45,3,1,2,312,About to Sleep
13837,50,2,271.24,3,3,2,332,Need Attention
13841,91,1,85.0,2,1,1,211,Hibernating
13842,38,5,1517.9,3,5,5,355,Loyal Customers
13846,81,1,252.53,2,1,2,212,Hibernating
13848,136,1,615.0,1,1,3,113,Hibernating
13849,9,1,593.58,5,1,3,513,New Customers
13851,127,1,246.32,1,1,2,112,Hibernating
13854,35,14,4550.1,4,5,5,455,Loyal Customers
13856,7,3,388.5,5,4,3,543,Champions
13859,165,1,201.16,1,1,1,111,Hibernating
13862,26,4,1152.51,4,5,4,454,Loyal Customers
13863,86,1,305.78,2,1,2,212,Hibernating
13865,25,2,282.52,4,3,2,432,Potential Loyalists
13867,57,1,138.85,3,1,1,311,About to Sleep
13869,101,2,1261.34,2,3,4,234,At-Risk
13870,7,3,898.0,5,4,4,544,Champions
13871,1,6,3010.82,5,5,5,555,Champions
13873,57,2,230.4,3,3,2,332,Need Attention
13875,23,3,1067.88,4,4,4,444,Loyal Customers
13880,25,5,1241.77,4,5,4,454,Loyal Customers
13881,8,7,5218.33,5,5,5,555,Champions
13883,57,4,1742.78,3,5,5,355,Loyal Customers
13884,116,3,196.25,1,4,1,141,At-Risk
13885,28,2,506.8,4,3,3,433,Potential Loyalists
13887,43,1,349.55,3,1,2,312,About to Sleep
13888,57,1,239.52,3,1,2,312,About to Sleep
13892,85,1,54.52,2,1,1,211,Hibernating
13893,136,1,821.1,1,1,4,114,Hibernating
13894,149,1,160.85,1,1,1,111,Hibernating
13895,3,1,382.46,5,1,3,513,New Customers
13898,164,1,155.93,1,1,1,111,Hibernating
13899,113,1,298.5,1,1,2,112,Hibernating
13900,22,3,740.95,4,4,4,444,Loyal Customers
13901,95,2,648.3,2,3,3,233,At-Risk
13904,133,1,201.12,1,1,1,111,Hibernating
13908,53,2,831.11,3,3,4,334,Need Attention
13911,36,6,1703.91,4,5,5,455,Loyal Customers
13917,30,1,65.38,4,1,1,411,Promising
13918,92,1,198.2,2,1,1,211,Hibernating
13929,8,2,842.65,5,3,4,534,Potential Loyalists
13931,119,1,378.21,1,1,3,113,Hibernating
13932,133,1,307.4,1,1,2,112,Hibernating
13934,102,1,922.1,2,1,4,214,Hibernating
13936,18,1,376.58,4,1,3,413,Promising
13937,8,1,158.85,5,1,1,511,New Customers
13939,150,1,184.5,1,1,1,111,Hibernating
13941,10,2,1736.14,5,3,5,535,Potential Loyalists
13946,40,2,485.97,3,3,3,333,Need Attention
13950,85,1,179.31,2,1,1,211,Hibernating
13951,15,3,674.45,5,4,4,544,Champions
13952,56,2,3251.07,3,3,5,335,Need Attention
13953,3,3,1750.0,5,4,5,545,Champions
13955,144,1,205.1,1,1,1,111,Hibernating
13956,82,2,293.67,2,3,2,232,At-Risk
13959,120,1,122.7,1,1,1,111,Hibernating
13962,84,1,117.6,2,1,1,211,Hibernating
13963,147,3,513.24,1,4,3,143,At-Risk
13969,8,7,2232.59,5,5,5,555,Champions
13971,17,4,1280.98,4,5,4,454,Loyal Customers
13972,40,1,145.9,3,1,1,311,About to Sleep
13973,126,1,264.7,1,1,2,112,Hibernating
13975,54,2,961.61,3,3,4,334,Need Attention
13976,45,1,357.98,3,1,2,312,About to Sleep
13982,2,2,801.54,5,3,4,534,Potential Loyalists
13983,26,7,1351.7,4,5,5,455,Loyal Customers
13984,88,2,562.43,2,3,3,233,At-Risk
13985,23,3,1165.3,4,4,4,444,Loyal Customers
13988,1,3,1923.5,5,4,5,545,Champions
13989,78,1,896.67,2,1,4,214,Hibernating
13990,52,1,311.3,3,1,2,312,About to Sleep
13993,44,4,1492.82,3,5,5,355,Loyal Customers
13995,84,1,310.45,2,1,2,212,Hibernating
13999,18,4,1259.77,4,5,4,454,Loyal Customers
14000,50,1,635.66,3,1,3,313,About to Sleep
14001,71,1,1007.9,2,1,4,214,Hibernating
14004,12,2,1480.36,5,3,5,535,Potential Loyalists
14005,14,2,331.46,5,3,2,532,Potential Loyalists
14006,80,2,662.09,2,3,3,233,At-Risk
14009,37,2,695.61,4,3,4,434,Potential Loyalists
14012,116,1,328.8,1,1,2,112,Hibernating
14013,114,1,118.5,1,1,1,111,Hibernating
14016,46,2,2610.89,3,3,5,335,Need Attention
14021,50,2,501.7,3,3,3,333,Need Attention
14022,64,1,440.0,2,1,3,213,Hibernating
14023,89,1,273.14,2,1,2,212,Hibernating
14030,82,3,758.52,2,4,4,244,At-Risk
14031,7,9,6248.97,5,5,5,555,Champions
14032,7,4,1225.95,5,5,4,554,Champions
14035,106,2,700.58,2,3,4,234,At-Risk
14036,123,1,626.65,1,1,3,113,Hibernating
14037,15,1,35.4,5,1,1,511,New Customers
14038,46,1,716.32,3,1,4,314,About to Sleep
14040,22,6,1956.06,4,5,5,455,Loyal Customers
14041,105,1,141.41,2,1,1,211,Hibernating
14044,148,1,173.74,1,1,1,111,Hibernating
14045,176,2,925.35,1,3,4,134,At-Risk
14046,123,1,154.99,1,1,1,111,Hibernating
14047,38,2,349.0,3,3,2,332,Need Attention
14048,144,1,409.93,1,1,3,113,Hibernating
14049,39,2,3058.46,3,3,5,335,Need Attention
14051,12,9,4541.18,5,5,5,555,Champions
14056,23,11,3695.32,4,5,5,455,Loyal Customers
14057,1,7,2233.21,5,5,5,555,Champions
14059,105,1,183.6,2,1,1,211,Hibernating
14060,22,8,2521.06,4,5,5,455,Loyal Customers
14062,15,4,3750.55,5,5,5,555,Champions
14064,50,3,842.16,3,4,4,344,Loyal Customers
14066,105,1,152.55,2,1,1,211,Hibernating
14068,159,1,265.85,1,1,2,112,Hibernating
14071,99,2,356.81,2,3,2,232,At-Risk
14075,100,1,307.92,2,1,2,212,Hibernating
14077,21,3,310.4,4,4,2,442,Loyal Customers
14078,23,4,691.67,4,5,4,454,Loyal Customers
14081,141,1,511.0,1,1,3,113,Hibernating
14083,38,2,29.58,3,3,1,331,Need Attention
14085,14,8,1770.12,5,5,5,555,Champions
14088,9,4,15388.0,5,5,5,555,Champions
14090,163,1,76.32,1,1,1,111,Hibernating
14092,9,6,1475.53,5,5,5,555,Champions
14099,9,5,1341.75,5,5,5,555,Champions
14101,36,4,4159.39,4,5,5,455,Loyal Customers
14104,4,1,111.26,5,1,1,511,New Customers
14105,78,1,1266.23,2,1,4,214,Hibernating
14107,15,4,1473.6,5,5,5,555,Champions
14110,10,3,2081.24,5,4,5,545,Champions
14111,80,1,94.2,2,1,1,211,Hibernating
14112,42,3,1152.5,3,4,4,344,Loyal Customers
14114,112,2,386.53,1,3,3,133,At-Risk
14127,95,2,452.23,2,3,3,233,At-Risk
14128,94,1,305.54,2,1,2,212,Hibernating
14129,99,1,358.9,2,1,3,213,Hibernating
14130,158,1,483.86,1,1,3,113,Hibernating
14132,1,2,607.92,5,3,3,533,Potential Loyalists
14133,154,1,318.0,1,1,2,112,Hibernating
14135,25,5,1494.41,4,5,5,455,Loyal Customers
14145,56,1,1128.6,3,1,4,314,About to Sleep
14146,93,1,662.3,2,1,3,213,Hibernating
14147,124,1,182.8,1,1,1,111,Hibernating
14148,72,1,157.2,2,1,1,211,Hibernating
14149,59,1,446.62,3,1,3,313,About to Sleep
14152,73,1,314.51,2,1,2,212,Hibernating
14154,78,2,1345.62,2,3,5,235,At-Risk
14155,105,1,118.75,2,1,1,211,Hibernating
14156,2,24,53342.82,5,5,5,555,Champions
14157,124,1,277.17,1,1,2,112,Hibernating
14159,8,3,1234.08,5,4,4,544,Champions
14161,54,2,827.37,3,3,4,334,Need Attention
14162,12,2,289.36,5,3,2,532,Potential Loyalists
14163,38,2,749.79,3,3,4,334,Need Attention
14165,114,1,122.54,1,1,1,111,Hibernating
14167,4,3,402.1,5,4,3,543,Champions
14173,58,1,114.04,3,1,1,311,About to Sleep
14175,10,2,1205.99,5,3,4,534,Potential Loyalists
14176,136,3,417.35,1,4,3,143,At-Risk
14177,18,1,118.08,4,1,1,411,Promising
14178,21,1,197.37,4,1,1,411,Promising
14180,7,13,2705.92,5,5,5,555,Champions
14185,170,1,197.65,1,1,1,111,Hibernating
14188,53,2,760.9,3,3,4,334,Need Attention
14189,39,7,1844.83,3,5,5,355,Loyal Customers
14191,1,4,1105.6,5,5,4,554,Champions
14193,108,1,422.54,1,1,3,113,Hibernating
14194,11,9,3969.16,5,5,5,555,Champions
14195,40,2,1012.0,3,3,4,334,Need Attention
14198,78,1,183.3,2,1,1,211,Hibernating
14199,57,1,185.4,3,1,1,311,About to Sleep
14201,25,3,343.86,4,4,2,442,Loyal Customers
14205,103,1,222.9,2,1,2,212,Hibernating
14206,78,1,328.16,2,1,2,212,Hibernating
14209,52,3,1083.15,3,4,4,344,Loyal Customers
14210,36,4,1294.7,4,5,4,454,Loyal Customers
14211,46,5,909.89,3,5,4,354,Loyal Customers
14214,9,2,822.21,5,3,4,534,Potential Loyalists
14215,25,3,932.27,4,4,4,444,Loyal Customers
14217,23,7,870.95,4,5,4,454,Loyal Customers
14220,86,1,319.42,2,1,2,212,Hibernating
14221,29,4,1653.83,4,5,5,455,Loyal Customers
14222,16,1,683.17,5,1,4,514,New Customers
14223,103,1,304.9,2,1,2,212,Hibernating
14224,54,2,495.32,3,3,3,333,Need Attention
14226,49,2,1709.4,3,3,5,335,Need Attention
14227,35,7,2399.52,4,5,5,455,Loyal Customers
14229,130,2,762.13,1,3,4,134,At-Risk
14231,22,3,925.71,4,4,4,444,Loyal Customers
14232,25,2,1003.97,4,3,4,434,Potential Loyalists
14233,50,3,959.1,3,4,4,344,Loyal Customers
14235,65,2,1264.55,2,3,4,234,At-Risk
14238,165,1,146.85,1,1,1,111,Hibernating
14239,39,6,1295.04,3,5,4,354,Loyal Customers
14240,64,1,226.85,2,1,2,212,Hibernating
14241,22,1,213.7,4,1,2,412,Promising
14242,73,2,280.55,2,3,2,232,At-Risk
14243,15,4,1304.16,5,5,4,554,Champions
14245,58,2,1693.45,3,3,5,335,Need Attention
14246,84,1,449.64,2,1,3,213,Hibernating
14247,117,1,136.77,1,1,1,111,Hibernating
14248,157,1,302.58,1,1,2,112,Hibernating
14256,99,1,445.2,2,1,3,213,Hibernating
14257,23,2,1030.59,4,3,4,434,Potential Loyalists
14258,38,6,7607.82,3,5,5,355,Loyal Customers
14262,79,1,240.0,2,1,2,212,Hibernating
14264,84,1,115.7,2,1,1,211,Hibernating
14267,1,3,1516.24,5,4,5,545,Champions
14270,170,1,492.65,1,1,3,113,Hibernating
14271,64,1,112.32,2,1,1,211,Hibernating
14272,93,1,132.09,2,1,1,211,Hibernating
14273,56,2,218.7,3,3,2,332,Need Attention
14276,19,2,720.4,4,3,4,434,Potential Loyalists
14277,51,1,1637.43,3,1,5,315,About to Sleep
14280,35,1,134.04,4,1,1,411,Promising
14282,1,6,1680.48,5,5,5,555,Champions
14285,15,1,5.9,5,1,1,511,New Customers
14286,81,1,2050.08,2,1,5,215,Hibernating
14287,37,2,83.28,4,3,1,431,Potential Loyalists
14288,52,1,426.6,3,1,3,313,About to Sleep
14289,15,4,723.52,5,5,4,554,Champions
14291,11,6,2030.22,5,5,5,555,Champions
14292,43,2,1125.21,3,3,4,334,Need Attention
14293,144,1,143.1,1,1,1,111,Hibernating
14297,113,1,232.6,1,1,2,112,Hibernating
14298,4,26,26471.21,5,5,5,555,Champions
14299,157,3,1136.7,1,4,4,144,At-Risk
14304,61,1,383.45,3,1,3,313,About to Sleep
14307,58,2,911.87,3,3,4,334,Need Attention
14309,7,5,1162.27,5,5,4,554,Champions
14311,81,1,310.26,2,1,2,212,Hibernating
14312,25,4,854.59,4,5,4,454,Loyal Customers
14315,30,2,856.2,4,3,4,434,Potential Loyalists
14320,45,2,477.79,3,3,3,333,Need Attention
14321,15,2,626.93,5,3,3,533,Potential Loyalists
14323,77,1,299.82,2,1,2,212,Hibernating
14326,81,1,183.85,2,1,1,211,Hibernating
14327,2,1,311.65,5,1,2,512,New Customers
14329,3,3,3085.68,5,4,5,545,Champions
14334,42,4,1358.08,3,5,5,355,Loyal Customers
14336,37,3,1114.39,4,4,4,444,Loyal Customers
14338,35,1,579.97,4,1,3,413,Promising
14339,81,1,309.52,2,1,2,212,Hibernating
14340,57,1,134.7,3,1,1,311,About to Sleep
14341,54,4,703.15,3,5,4,354,Loyal Customers
14342,49,1,309.6,3,1,2,312,About to Sleep
14344,45,3,290.23,3,4,2,342,Loyal Customers
14346,136,1,262.44,1,1,2,112,Hibernating
14348,99,1,409.57,2,1,3,213,Hibernating
14350,113,1,282.93,1,1,2,112,Hibernating
14351,3,1,51.0,5,1,1,511,New Customers
14352,73,2,845.32,2,3,4,234,At-Risk
14353,54,1,90.6,3,1,1,311,About to Sleep
14364,3,6,2808.0,5,5,5,555,Champions
14367,23,8,4145.52,4,5,5,455,Loyal Customers
14368,158,1,155.0,1,1,1,111,Hibernating
14371,134,1,100.5,1,1,1,111,Hibernating
14375,24,1,257.68,4,1,2,412,Promising
14377,30,2,617.05,4,3,3,433,Potential Loyalists
14379,134,1,110.98,1,1,1,111,Hibernating
14383,2,1,242.09,5,1,2,512,New Customers
14386,135,1,142.4,1,1,1,111,Hibernating
14388,42,2,860.39,3,3,4,334,Need Attention
14389,29,1,311.14,4,1,2,412,Promising
14390,50,2,812.38,3,3,4,334,Need Attention
14393,57,1,67.95,3,1,1,311,About to Sleep
14395,16,5,1657.54,5,5,5,555,Champions
14397,10,4,379.04,5,5,3,553,Champions
14401,1,4,1352.04,5,5,5,555,Champions
14403,56,2,976.01,3,3,4,334,Need Attention
14404,8,3,904.8,5,4,4,544,Champions
14407,44,2,1002.68,3,3,4,334,Need Attention
14408,10,4,1215.32,5,5,4,554,Champions
14409,157,1,337.3,1,1,2,112,Hibernating
14410,45,6,778.8,3,5,4,354,Loyal Customers
14411,149,1,1063.0,1,1,4,114,Hibernating
14415,21,5,1884.14,4,5,5,455,Loyal Customers
14419,91,1,183.46,2,1,1,211,Hibernating
14421,50,1,455.18,3,1,3,313,About to Sleep
14422,9,2,1032.15,5,3,4,534,Potential Loyalists
14423,57,1,265.2,3,1,2,312,About to Sleep
14426,17,4,2209.93,4,5,5,455,Loyal Customers
14428,78,2,330.62,2,3,2,232,At-Risk
14431,141,1,470.36,1,1,3,113,Hibernating
14438,145,1,131.9,1,1,1,111,Hibernating
14439,158,1,2661.24,1,1,5,115,Hibernating
14440,155,1,529.01,1,1,3,113,Hibernating
14441,94,1,356.84,2,1,2,212,Hibernating
14442,43,2,1589.82,3,3,5,335,Need Attention
14443,149,1,304.9,1,1,2,112,Hibernating
14446,85,1,303.04,2,1,2,212,Hibernating
14447,35,2,601.03,4,3,3,433,Potential Loyalists
14449,85,1,191.06,2,1,1,211,Hibernating
14450,19,3,483.25,4,4,3,443,Loyal Customers
14451,33,1,360.0,4,1,3,413,Promising
14453,29,1,119.93,4,1,1,411,Promising
14457,149,1,113.64,1,1,1,111,Hibernating
14460,10,2,276.54,5,3,2,532,Potential Loyalists
14461,17,2,1746.22,4,3,5,435,Potential Loyalists
14462,24,7,1140.72,4,5,4,454,Loyal Customers
14463,9,2,309.42,5,3,2,532,Potential Loyalists
14465,85,3,1058.62,2,4,4,244,At-Risk
14466,26,3,965.95,4,4,4,444,Loyal Customers
14467,151,1,131.7,1,1,1,111,Hibernating
14470,126,1,297.64,1,1,2,112,Hibernating
14472,26,4,1249.75,4,5,4,454,Loyal Customers
14473,121,1,85.0,1,1,1,111,Hibernating
14475,25,2,622.17,4,3,3,433,Potential Loyalists
14476,96,1,215.7,2,1,2,212,Hibernating
14477,23,2,523.0,4,3,3,433,Potential Loyalists
14479,92,1,141.85,2,1,1,211,Hibernating
14481,3,2,636.51,5,3,3,533,Potential Loyalists
14482,78,1,238.1,2,1,2,212,Hibernating
14483,120,1,137.1,1,1,1,111,Hibernating
14489,46,1,463.38,3,1,3,313,About to Sleep
14491,14,1,213.73,5,1,2,512,New Customers
14496,150,1,234.47,1,1,2,112,Hibernating
14497,148,1,475.37,1,1,3,113,Hibernating
14498,25,1,147.02,4,1,1,411,Promising
14499,117,1,126.02,1,1,1,111,Hibernating
14500,28,1,284.85,4,1,2,412,Promising
14501,22,2,251.21,4,3,2,432,Potential Loyalists
14502,73,6,1070.23,2,5,4,254,Cannot Lose Them
14503,17,1,597.07,4,1,3,413,Promising
14504,82,3,542.71,2,4,3,243,At-Risk
14505,43,4,2142.41,3,5,5,355,Loyal Customers
14506,1,2,561.96,5,3,3,533,Potential Loyalists
14507,54,3,615.31,3,4,3,343,Loyal Customers
14512,26,2,275.28,4,3,2,432,Potential Loyalists
14513,45,2,317.35,3,3,2,332,Need Attention
14514,40,2,403.11,3,3,3,333,Need Attention
14515,30,2,765.65,4,3,4,434,Potential Loyalists
14520,129,1,165.0,1,1,1,111,Hibernating
14522,37,1,278.63,4,1,2,412,Promising
14524,17,4,777.27,4,5,4,454,Loyal Customers
14525,24,4,1570.64,4,5,5,455,Loyal Customers
14527,2,26,2993.73,5,5,5,555,Champions
14530,24,3,1560.84,4,4,5,445,Loyal Customers
14532,75,3,710.25,2,4,4,244,At-Risk
14534,8,10,2283.59,5,5,5,555,Champions
14535,87,1,853.97,2,1,4,214,Hibernating
14536,98,1,171.8,2,1,1,211,Hibernating
14538,95,1,106.5,2,1,1,211,Hibernating
14540,148,1,195.9,1,1,1,111,Hibernating
14541,7,7,1315.65,5,5,5,555,Champions
14542,24,1,103.25,4,1,1,411,Promising
14543,10,10,2548.4,5,5,5,555,Champions
14546,40,2,874.88,3,3,4,334,Need Attention
14548,156,1,326.4,1,1,2,112,Hibernating
14549,150,1,289.24,1,1,2,112,Hibernating
14551,43,1,125.43,3,1,1,311,About to Sleep
14553,57,2,312.32,3,3,2,332,Need Attention
14555,141,1,197.94,1,1,1,111,Hibernating
14560,1,9,840.83,5,5,4,554,Champions
14561,1,2,566.99,5,3,3,533,Potential Loyalists
14562,22,4,1131.49,4,5,4,454,Loyal Customers
14565,44,1,710.14,3,1,4,314,About to Sleep
14570,119,2,218.06,1,3,2,132,At-Risk
14572,93,3,1077.93,2,4,4,244,At-Risk
14573,18,8,1240.32,4,5,4,454,Loyal Customers
14577,2,2,299.74,5,3,2,532,Potential Loyalists
14583,4,3,477.15,5,4,3,543,Champions
14584,8,4,1042.26,5,5,4,554,Champions
14586,115,1,237.36,1,1,2,112,Hibernating
14587,23,8,1473.53,4,5,5,455,Loyal Customers
14591,52,1,250.22,3,1,2,312,About to Sleep
14593,37,2,339.59,4,3,2,432,Potential Loyalists
14595,152,1,163.8,1,1,1,111,Hibernating
14597,30,1,165.1,4,1,1,411,Promising
14600,144,1,393.33,1,1,3,113,Hibernating
14603,113,1,660.0,1,1,3,113,Hibernating
14606,2,48,6471.38,5,5,5,555,Champions
14607,100,1,495.0,2,1,3,213,Hibernating
14609,16,2,295.2,5,3,2,532,Potential Loyalists
14616,81,3,406.08,2,4,3,243,At-Risk
14618,176,1,211.8,1,1,2,112,Hibernating
14619,84,1,394.44,2,1,3,213,Hibernating
14620,44,2,412.78,3,3,3,333,Need Attention
14621,26,1,330.61,4,1,2,412,Promising
14622,23,1,320.58,4,1,2,412,Promising
14623,25,2,397.86,4,3,3,433,Potential Loyalists
14625,35,1,314.1,4,1,2,412,Promising
14626,72,1,586.9,2,1,3,213,Hibernating
14628,81,1,331.58,2,1,2,212,Hibernating
14631,74,2,630.08,2,3,3,233,At-Risk
14632,101,1,114.56,2,1,1,211,Hibernating
14633,105,1,344.9,2,1,2,212,Hibernating
14636,107,1,300.19,1,1,2,112,Hibernating
14639,130,1,558.59,1,1,3,113,Hibernating
14640,9,2,819.75,5,3,4,534,Potential Loyalists
14643,9,1,335.87,5,1,2,512,New Customers
14644,137,1,187.5,1,1,1,111,Hibernating
14645,114,1,240.1,1,1,2,112,Hibernating
14646,3,30,127410.23,5,5,5,555,Champions
14647,40,1,243.22,3,1,2,312,About to Sleep
14649,51,2,584.22,3,3,3,333,Need Attention
14651,50,1,416.32,3,1,3,313,About to Sleep
14653,177,1,344.81,1,1,2,112,Hibernating
14655,61,1,810.56,3,1,4,314,About to Sleep
