InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSpend
542347,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-01-27 12:06:00,0.85,12826,United Kingdom,8.5
542347,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-01-27 12:06:00,2.95,12826,United Kingdom,17.700000000000003
542347,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-01-27 12:06:00,0.85,12826,United Kingdom,8.5
542347,20728,LUNCH BAG CARS BLUE,10,2011-01-27 12:06:00,1.65,12826,United Kingdom,16.5
542349,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-01-27 12:10:00,165.0,15513,United Kingdom,165.0
542349,22030,SWALLOWS GREETING CARD,12,2011-01-27 12:10:00,0.42,15513,United Kingdom,5.04
542349,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-01-27 12:10:00,0.42,15513,United Kingdom,10.5
542349,23231,WRAP DOILEY DESIGN,25,2011-01-27 12:10:00,0.42,15513,United Kingdom,10.5
542349,22501,PICNIC BASKET WICKER LARGE,2,2011-01-27 12:10:00,9.95,15513,United Kingdom,19.9
542349,22926,IVORY GIANT GARDEN THERMOMETER,4,2011-01-27 12:10:00,5.95,15513,United Kingdom,23.8
542349,22502,PICNIC BASKET WICKER SMALL,4,2011-01-27 12:10:00,5.95,15513,United Kingdom,23.8
542349,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-27 12:10:00,1.25,15513,United Kingdom,15.0
542349,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-27 12:10:00,2.95,15513,United Kingdom,17.700000000000003
542349,22287,"DECORATION , WOBBLY CHICKEN, METAL",12,2011-01-27 12:10:00,1.65,15513,United Kingdom,19.799999999999997
542349,22699,ROSES REGENCY TEACUP AND SAUCER,6,2011-01-27 12:10:00,2.95,15513,United Kingdom,17.700000000000003
542350,48194,DOORMAT HEARTS,2,2011-01-27 12:11:00,7.95,16949,United Kingdom,15.9
542350,20985,HEART CALCULATOR,12,2011-01-27 12:11:00,1.25,16949,United Kingdom,15.0
542350,85178,VICTORIAN SEWING KIT,12,2011-01-27 12:11:00,1.25,16949,United Kingdom,15.0
542350,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-01-27 12:11:00,1.25,16949,United Kingdom,15.0
542350,21136,PAINTED METAL PEARS ASSORTED,8,2011-01-27 12:11:00,1.69,16949,United Kingdom,13.52
542351,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-27 12:13:00,0.85,14560,United Kingdom,10.2
542351,22776,SWEETHEART CAKESTAND 3 TIER,12,2011-01-27 12:13:00,8.5,14560,United Kingdom,102.0
542351,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-01-27 12:13:00,0.85,14560,United Kingdom,10.2
542351,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,3,2011-01-27 12:13:00,9.95,14560,United Kingdom,29.849999999999998
542353,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-27 12:19:00,3.95,16700,United Kingdom,15.8
542353,22710,WRAP I LOVE LONDON,50,2011-01-27 12:19:00,0.42,16700,United Kingdom,21.0
542353,22659,LUNCH BOX I LOVE LONDON,12,2011-01-27 12:19:00,1.95,16700,United Kingdom,23.4
542353,22902,TOTE BAG I LOVE LONDON,12,2011-01-27 12:19:00,2.1,16700,United Kingdom,25.200000000000003
542353,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,22037,ROBOT BIRTHDAY CARD,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,22713,CARD I LOVE LONDON,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-01-27 12:19:00,12.75,16700,United Kingdom,12.75
542353,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-01-27 12:19:00,2.95,16700,United Kingdom,17.700000000000003
542353,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-27 12:19:00,1.69,16700,United Kingdom,13.52
542353,22555,PLASTERS IN TIN STRONGMAN,12,2011-01-27 12:19:00,1.65,16700,United Kingdom,19.799999999999997
542353,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-01-27 12:19:00,4.95,16700,United Kingdom,14.850000000000001
542353,22717,CARD DOG AND BALL,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-27 12:19:00,2.95,16700,United Kingdom,17.700000000000003
542353,22976,CIRCUS PARADE CHILDRENS EGG CUP,12,2011-01-27 12:19:00,1.25,16700,United Kingdom,15.0
542353,22977,DOLLY GIRL CHILDRENS EGG CUP,12,2011-01-27 12:19:00,1.25,16700,United Kingdom,15.0
542353,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-27 12:19:00,1.25,16700,United Kingdom,15.0
542353,23230,WRAP ALPHABET DESIGN,25,2011-01-27 12:19:00,0.42,16700,United Kingdom,10.5
542353,22986,GINGHAM ROSE WRAP,25,2011-01-27 12:19:00,0.42,16700,United Kingdom,10.5
542353,22917,HERB MARKER ROSEMARY,12,2011-01-27 12:19:00,0.65,16700,United Kingdom,7.800000000000001
542353,22919,HERB MARKER MINT,12,2011-01-27 12:19:00,0.65,16700,United Kingdom,7.800000000000001
542353,85169A,IVORY LOVE BIRD CANDLE,12,2011-01-27 12:19:00,1.25,16700,United Kingdom,15.0
542353,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,12,2011-01-27 12:19:00,1.65,16700,United Kingdom,19.799999999999997
542353,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-01-27 12:19:00,7.95,16700,United Kingdom,15.9
542353,22985,"WRAP, BILLBOARD FONTS DESIGN",25,2011-01-27 12:19:00,0.42,16700,United Kingdom,10.5
542353,22718,CARD CAT AND TREE,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,22716,CARD CIRCUS PARADE,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-27 12:19:00,3.95,16700,United Kingdom,15.8
542353,22897,OVEN MITT APPLES DESIGN,10,2011-01-27 12:19:00,1.45,16700,United Kingdom,14.5
542353,22616,PACK OF 12 LONDON TISSUES,24,2011-01-27 12:19:00,0.29,16700,United Kingdom,6.959999999999999
542353,22918,HERB MARKER PARSLEY,12,2011-01-27 12:19:00,0.65,16700,United Kingdom,7.800000000000001
542353,22211,WOOD STAMP SET FLOWERS,12,2011-01-27 12:19:00,1.65,16700,United Kingdom,19.799999999999997
542353,22983,CARD BILLBOARD FONT,12,2011-01-27 12:19:00,0.42,16700,United Kingdom,5.04
542353,22920,HERB MARKER BASIL,12,2011-01-27 12:19:00,0.65,16700,United Kingdom,7.800000000000001
542353,22904,CALENDAR PAPER CUT DESIGN,6,2011-01-27 12:19:00,2.95,16700,United Kingdom,17.700000000000003
542353,22970,LONDON BUS COFFEE MUG,6,2011-01-27 12:19:00,2.55,16700,United Kingdom,15.299999999999999
542353,22960,JAM MAKING SET WITH JARS,6,2011-01-27 12:19:00,4.25,16700,United Kingdom,25.5
542353,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-27 12:19:00,1.45,16700,United Kingdom,17.4
542354,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-27 12:19:00,1.25,14709,United Kingdom,15.0
542354,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 12:19:00,14.95,14709,United Kingdom,14.95
542354,22840,ROUND CAKE TIN VINTAGE RED,2,2011-01-27 12:19:00,7.95,14709,United Kingdom,15.9
542354,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,22386,JUMBO BAG PINK POLKADOT,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,21931,JUMBO STORAGE BAG SUKI,20,2011-01-27 12:19:00,1.95,14709,United Kingdom,39.0
542354,20711,JUMBO BAG TOYS,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,20749,ASSORTED COLOUR MINI CASES,2,2011-01-27 12:19:00,7.95,14709,United Kingdom,15.9
542354,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-27 12:19:00,1.95,14709,United Kingdom,19.5
542354,22467,GUMBALL COAT RACK,6,2011-01-27 12:19:00,2.55,14709,United Kingdom,15.299999999999999
542354,72741,GRAND CHOCOLATECANDLE,9,2011-01-27 12:19:00,1.45,14709,United Kingdom,13.049999999999999
542354,22456,NATURAL SLATE CHALKBOARD LARGE,3,2011-01-27 12:19:00,4.95,14709,United Kingdom,14.850000000000001
542354,21755,LOVE BUILDING BLOCK WORD,3,2011-01-27 12:19:00,5.95,14709,United Kingdom,17.85
542354,21756,BATH BUILDING BLOCK WORD,3,2011-01-27 12:19:00,5.95,14709,United Kingdom,17.85
542354,21754,HOME BUILDING BLOCK WORD,3,2011-01-27 12:19:00,5.95,14709,United Kingdom,17.85
542354,22120,WELCOME  WOODEN BLOCK LETTERS,3,2011-01-27 12:19:00,9.95,14709,United Kingdom,29.849999999999998
542354,22690,DOORMAT HOME SWEET HOME BLUE,2,2011-01-27 12:19:00,7.95,14709,United Kingdom,15.9
542354,20685,DOORMAT RED RETROSPOT,4,2011-01-27 12:19:00,7.95,14709,United Kingdom,31.8
542354,48138,DOORMAT UNION FLAG,2,2011-01-27 12:19:00,7.95,14709,United Kingdom,15.9
542355,48138,DOORMAT UNION FLAG,10,2011-01-27 12:23:00,6.75,14970,United Kingdom,67.5
542355,20685,DOORMAT RED RETROSPOT,10,2011-01-27 12:23:00,6.75,14970,United Kingdom,67.5
542355,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-01-27 12:23:00,6.75,14970,United Kingdom,67.5
542355,48187,DOORMAT NEW ENGLAND,10,2011-01-27 12:23:00,6.75,14970,United Kingdom,67.5
542355,48194,DOORMAT HEARTS,10,2011-01-27 12:23:00,6.75,14970,United Kingdom,67.5
542360,22768,FAMILY PHOTO FRAME CORNICE,2,2011-01-27 12:40:00,9.95,14701,United Kingdom,19.9
542360,85066,CREAM SWEETHEART MINI CHEST,1,2011-01-27 12:40:00,12.75,14701,United Kingdom,12.75
542360,22766,PHOTO FRAME CORNICE,4,2011-01-27 12:40:00,2.95,14701,United Kingdom,11.8
542360,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-01-27 12:40:00,1.25,14701,United Kingdom,15.0
542360,22627,MINT KITCHEN SCALES,1,2011-01-27 12:40:00,8.5,14701,United Kingdom,8.5
542360,22766,PHOTO FRAME CORNICE,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-01-27 12:40:00,2.55,14701,United Kingdom,15.299999999999999
542360,22970,LONDON BUS COFFEE MUG,6,2011-01-27 12:40:00,2.55,14701,United Kingdom,15.299999999999999
542360,22300,COFFEE MUG DOG + BALL DESIGN,12,2011-01-27 12:40:00,2.55,14701,United Kingdom,30.599999999999998
542360,82583,HOT BATHS METAL SIGN,1,2011-01-27 12:40:00,2.1,14701,United Kingdom,2.1
542360,85152,HAND OVER THE CHOCOLATE   SIGN,1,2011-01-27 12:40:00,2.1,14701,United Kingdom,2.1
542360,82599,FANNY'S REST STOPMETAL SIGN,1,2011-01-27 12:40:00,2.1,14701,United Kingdom,2.1
542360,22115,METAL SIGN EMPIRE TEA,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,21166,COOK WITH WINE METAL SIGN,2,2011-01-27 12:40:00,1.95,14701,United Kingdom,3.9
542360,22413,METAL SIGN TAKE IT OR LEAVE IT,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-01-27 12:40:00,2.1,14701,United Kingdom,2.1
542360,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,22894,TABLECLOTH RED APPLES DESIGN,1,2011-01-27 12:40:00,8.5,14701,United Kingdom,8.5
542360,22939,APRON APPLE DELIGHT,1,2011-01-27 12:40:00,4.95,14701,United Kingdom,4.95
542360,22896,PEG BAG APPLES DESIGN,2,2011-01-27 12:40:00,2.55,14701,United Kingdom,5.1
542360,22897,OVEN MITT APPLES DESIGN,2,2011-01-27 12:40:00,1.45,14701,United Kingdom,2.9
542360,22349,DOG BOWL CHASING BALL DESIGN,3,2011-01-27 12:40:00,3.75,14701,United Kingdom,11.25
542360,22350,ILLUSTRATED CAT BOWL,3,2011-01-27 12:40:00,2.55,14701,United Kingdom,7.6499999999999995
542360,22189,CREAM HEART CARD HOLDER,1,2011-01-27 12:40:00,3.95,14701,United Kingdom,3.95
542360,21755,LOVE BUILDING BLOCK WORD,2,2011-01-27 12:40:00,5.95,14701,United Kingdom,11.9
542360,22113,GREY HEART HOT WATER BOTTLE,2,2011-01-27 12:40:00,3.75,14701,United Kingdom,7.5
542360,21355,TOAST ITS - I LOVE YOU,5,2011-01-27 12:40:00,1.25,14701,United Kingdom,6.25
542360,22842,BISCUIT TIN VINTAGE RED,1,2011-01-27 12:40:00,6.75,14701,United Kingdom,6.75
542360,22457,NATURAL SLATE HEART CHALKBOARD,2,2011-01-27 12:40:00,2.95,14701,United Kingdom,5.9
542360,21947,SET OF 6 HEART CHOPSTICKS,3,2011-01-27 12:40:00,1.25,14701,United Kingdom,3.75
542360,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-01-27 12:40:00,1.25,14701,United Kingdom,1.25
542360,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-01-27 12:40:00,2.95,14701,United Kingdom,5.9
542360,22469,HEART OF WICKER SMALL,4,2011-01-27 12:40:00,1.65,14701,United Kingdom,6.6
542360,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-27 12:40:00,2.95,14701,United Kingdom,5.9
542360,84050,PINK HEART SHAPE EGG FRYING PAN,5,2011-01-27 12:40:00,1.65,14701,United Kingdom,8.25
542360,22988,SOLDIERS EGG CUP,4,2011-01-27 12:40:00,1.25,14701,United Kingdom,5.0
542360,22789,T-LIGHT HOLDER SWEETHEART HANGING,3,2011-01-27 12:40:00,1.95,14701,United Kingdom,5.85
542360,22766,PHOTO FRAME CORNICE,4,2011-01-27 12:40:00,2.95,14701,United Kingdom,11.8
542360,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-01-27 12:40:00,2.95,14701,United Kingdom,5.9
542360,22328,ROUND SNACK BOXES SET OF 4 FRUITS,2,2011-01-27 12:40:00,2.95,14701,United Kingdom,5.9
542360,22470,HEART OF WICKER LARGE,3,2011-01-27 12:40:00,2.95,14701,United Kingdom,8.850000000000001
542360,84970S,HANGING HEART ZINC T-LIGHT HOLDER,4,2011-01-27 12:40:00,0.85,14701,United Kingdom,3.4
542360,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,3,2011-01-27 12:40:00,0.95,14701,United Kingdom,2.8499999999999996
542360,21564,PINK  HEART SHAPE LOVE BUCKET,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,21563,RED HEART SHAPE LOVE BUCKET,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95
542360,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2011-01-27 12:40:00,2.55,14701,United Kingdom,5.1
542360,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-01-27 12:40:00,2.55,14701,United Kingdom,2.55
542360,22131,FOOD CONTAINER SET 3 LOVE HEART,2,2011-01-27 12:40:00,1.95,14701,United Kingdom,3.9
542360,22195,LARGE HEART MEASURING SPOONS,2,2011-01-27 12:40:00,1.65,14701,United Kingdom,3.3
542360,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-01-27 12:40:00,2.55,14701,United Kingdom,5.1
542360,84992,72 SWEETHEART FAIRY CAKE CASES,3,2011-01-27 12:40:00,0.55,14701,United Kingdom,1.6500000000000001
542360,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 12:40:00,14.95,14701,United Kingdom,14.95
542360,85064,CREAM SWEETHEART LETTER RACK,1,2011-01-27 12:40:00,5.45,14701,United Kingdom,5.45
542360,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-01-27 12:40:00,7.95,14701,United Kingdom,7.95
542360,22843,BISCUIT TIN VINTAGE GREEN,1,2011-01-27 12:40:00,6.75,14701,United Kingdom,6.75
542360,22840,ROUND CAKE TIN VINTAGE RED,1,2011-01-27 12:40:00,7.95,14701,United Kingdom,7.95
542360,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,3,2011-01-27 12:40:00,2.95,14701,United Kingdom,8.850000000000001
542369,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2011-01-27 13:08:00,1.65,12645,Germany,19.799999999999997
542369,22255,FELT TOADSTOOL  SMALL,12,2011-01-27 13:08:00,0.85,12645,Germany,10.2
542369,22264,FELT FARM ANIMAL WHITE BUNNY,12,2011-01-27 13:08:00,0.85,12645,Germany,10.2
542369,22254,FELT TOADSTOOL LARGE,12,2011-01-27 13:08:00,1.25,12645,Germany,15.0
542369,21439,BASKET OF TOADSTOOLS,12,2011-01-27 13:08:00,1.25,12645,Germany,15.0
542369,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,2011-01-27 13:08:00,2.25,12645,Germany,13.5
542369,22244,3 HOOK HANGER MAGIC GARDEN,12,2011-01-27 13:08:00,1.95,12645,Germany,23.4
542369,22630,DOLLY GIRL LUNCH BOX,12,2011-01-27 13:08:00,1.95,12645,Germany,23.4
542369,22631,CIRCUS PARADE LUNCH BOX,12,2011-01-27 13:08:00,1.95,12645,Germany,23.4
542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2011-01-27 13:08:00,2.95,12645,Germany,35.400000000000006
542369,22492,MINI PAINT SET VINTAGE,36,2011-01-27 13:08:00,0.65,12645,Germany,23.400000000000002
542369,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-27 13:08:00,1.65,12645,Germany,19.799999999999997
542369,22555,PLASTERS IN TIN STRONGMAN,24,2011-01-27 13:08:00,1.65,12645,Germany,39.599999999999994
542369,22556,PLASTERS IN TIN CIRCUS PARADE,24,2011-01-27 13:08:00,1.65,12645,Germany,39.599999999999994
542369,22557,PLASTERS IN TIN VINTAGE PAISLEY,24,2011-01-27 13:08:00,1.65,12645,Germany,39.599999999999994
542369,POST,POSTAGE,1,2011-01-27 13:08:00,18.0,12645,Germany,18.0
542370,22815,CARD PSYCHEDELIC APPLES,12,2011-01-27 13:23:00,0.42,13004,United Kingdom,5.04
542370,22814,CARD PARTY GAMES,12,2011-01-27 13:23:00,0.42,13004,United Kingdom,5.04
542370,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-01-27 13:23:00,0.85,13004,United Kingdom,10.2
542370,20982,12 PENCILS TALL TUBE SKULLS,12,2011-01-27 13:23:00,0.85,13004,United Kingdom,10.2
542370,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-01-27 13:23:00,1.65,13004,United Kingdom,16.5
542370,22860,EASTER TIN CHICKS PINK DAISY,6,2011-01-27 13:23:00,1.65,13004,United Kingdom,9.899999999999999
542370,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-27 13:23:00,1.95,13004,United Kingdom,19.5
542370,22386,JUMBO BAG PINK POLKADOT,10,2011-01-27 13:23:00,1.95,13004,United Kingdom,19.5
542370,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-01-27 13:23:00,1.25,13004,United Kingdom,15.0
542370,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-01-27 13:23:00,9.95,13004,United Kingdom,19.9
542370,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,2011-01-27 13:23:00,1.49,13004,United Kingdom,17.88
542370,21985,PACK OF 12 HEARTS DESIGN TISSUES,24,2011-01-27 13:23:00,0.29,13004,United Kingdom,6.959999999999999
542370,21980,PACK OF 12 RED RETROSPOT TISSUES,24,2011-01-27 13:23:00,0.29,13004,United Kingdom,6.959999999999999
542370,21883,STARS GIFT TAPE,12,2011-01-27 13:23:00,0.65,13004,United Kingdom,7.800000000000001
542370,21400,RED PUDDING SPOON,12,2011-01-27 13:23:00,0.42,13004,United Kingdom,5.04
542370,21401,BLUE PUDDING SPOON,12,2011-01-27 13:23:00,0.42,13004,United Kingdom,5.04
542370,21078,SET/20 STRAWBERRY PAPER NAPKINS,12,2011-01-27 13:23:00,0.85,13004,United Kingdom,10.2
542370,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-01-27 13:23:00,7.95,13004,United Kingdom,15.9
542370,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2011-01-27 13:23:00,1.25,13004,United Kingdom,15.0
542370,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-01-27 13:23:00,2.95,13004,United Kingdom,23.6
542370,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-01-27 13:23:00,0.55,13004,United Kingdom,13.200000000000001
542370,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,2011-01-27 13:23:00,1.25,13004,United Kingdom,15.0
542370,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-01-27 13:23:00,0.85,13004,United Kingdom,10.2
542370,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-01-27 13:23:00,3.75,13004,United Kingdom,15.0
542370,21479,WHITE SKULL HOT WATER BOTTLE,4,2011-01-27 13:23:00,3.75,13004,United Kingdom,15.0
542370,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27 13:23:00,0.42,13004,United Kingdom,5.04
542371,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-01-27 13:29:00,2.95,12468,Germany,35.400000000000006
542371,21880,RED RETROSPOT TAPE,12,2011-01-27 13:29:00,0.65,12468,Germany,7.800000000000001
542371,21883,STARS GIFT TAPE,12,2011-01-27 13:29:00,0.65,12468,Germany,7.800000000000001
542371,22504,CABIN BAG VINTAGE RETROSPOT,3,2011-01-27 13:29:00,12.75,12468,Germany,38.25
542371,22898,CHILDRENS APRON APPLES DESIGN,8,2011-01-27 13:29:00,1.95,12468,Germany,15.6
542371,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-01-27 13:29:00,0.55,12468,Germany,13.200000000000001
542371,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-01-27 13:29:00,1.65,12468,Germany,19.799999999999997
542371,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-01-27 13:29:00,1.65,12468,Germany,19.799999999999997
542371,62018,SOMBRERO,6,2011-01-27 13:29:00,1.95,12468,Germany,11.7
542371,22716,CARD CIRCUS PARADE,12,2011-01-27 13:29:00,0.42,12468,Germany,5.04
542371,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-01-27 13:29:00,0.85,12468,Germany,10.2
542371,POST,POSTAGE,2,2011-01-27 13:29:00,18.0,12468,Germany,36.0
542372,22109,FULL ENGLISH BREAKFAST PLATE,16,2011-01-27 13:37:00,3.39,13078,United Kingdom,54.24
542372,79321,CHILLI LIGHTS,24,2011-01-27 13:37:00,4.25,13078,United Kingdom,102.0
542372,48138,DOORMAT UNION FLAG,10,2011-01-27 13:37:00,6.75,13078,United Kingdom,67.5
542372,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-01-27 13:37:00,6.75,13078,United Kingdom,67.5
542372,48173C,DOORMAT BLACK FLOCK,10,2011-01-27 13:37:00,6.75,13078,United Kingdom,67.5
542372,22568,FELTCRAFT CUSHION OWL,4,2011-01-27 13:37:00,3.75,13078,United Kingdom,15.0
542372,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-01-27 13:37:00,3.75,13078,United Kingdom,15.0
542372,22570,FELTCRAFT CUSHION RABBIT,4,2011-01-27 13:37:00,3.75,13078,United Kingdom,15.0
542372,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27 13:37:00,0.42,13078,United Kingdom,5.04
542373,22709,WRAP WEDDING DAY,25,2011-01-27 13:38:00,0.42,16767,United Kingdom,10.5
542373,23230,WRAP ALPHABET DESIGN,25,2011-01-27 13:38:00,0.42,16767,United Kingdom,10.5
542373,22711,WRAP CIRCUS PARADE,25,2011-01-27 13:38:00,0.42,16767,United Kingdom,10.5
542373,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-01-27 13:38:00,0.55,16767,United Kingdom,13.200000000000001
542373,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-27 13:38:00,0.42,16767,United Kingdom,5.04
542373,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27 13:38:00,0.42,16767,United Kingdom,5.04
542373,22025,RING OF ROSES BIRTHDAY CARD,12,2011-01-27 13:38:00,0.42,16767,United Kingdom,5.04
542373,22713,CARD I LOVE LONDON,12,2011-01-27 13:38:00,0.42,16767,United Kingdom,5.04
542373,22984,CARD GINGHAM ROSE,12,2011-01-27 13:38:00,0.42,16767,United Kingdom,5.04
542373,21745,GAOLERS KEYS DECORATIVE GARDEN,4,2011-01-27 13:38:00,3.75,16767,United Kingdom,15.0
542373,22501,PICNIC BASKET WICKER LARGE,16,2011-01-27 13:38:00,8.5,16767,United Kingdom,136.0
542373,22502,PICNIC BASKET WICKER SMALL,16,2011-01-27 13:38:00,4.95,16767,United Kingdom,79.2
542373,22831,WHITE BROCANTE SOAP DISH,6,2011-01-27 13:38:00,2.95,16767,United Kingdom,17.700000000000003
542373,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-01-27 13:38:00,2.95,16767,United Kingdom,17.700000000000003
542373,22286,"DECORATION , WOBBLY RABBIT , METAL",12,2011-01-27 13:38:00,1.65,16767,United Kingdom,19.799999999999997
542373,22291,HANGING CHICK CREAM DECORATION,24,2011-01-27 13:38:00,1.45,16767,United Kingdom,34.8
542373,22148,EASTER CRAFT 4 CHICKS,12,2011-01-27 13:38:00,1.95,16767,United Kingdom,23.4
542373,22262,FELT EGG COSY CHICKEN,12,2011-01-27 13:38:00,0.85,16767,United Kingdom,10.2
542373,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,2011-01-27 13:38:00,5.95,16767,United Kingdom,71.4
542373,21313,GLASS HEART T-LIGHT HOLDER,96,2011-01-27 13:38:00,0.64,16767,United Kingdom,61.44
542373,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-27 13:38:00,10.95,16767,United Kingdom,175.2
542373,22303,COFFEE MUG APPLES DESIGN,36,2011-01-27 13:38:00,2.1,16767,United Kingdom,75.60000000000001
542373,22960,JAM MAKING SET WITH JARS,12,2011-01-27 13:38:00,3.75,16767,United Kingdom,45.0
542373,22961,JAM MAKING SET PRINTED,96,2011-01-27 13:38:00,1.25,16767,United Kingdom,120.0
542373,22904,CALENDAR PAPER CUT DESIGN,80,2011-01-27 13:38:00,2.55,16767,United Kingdom,204.0
542373,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-27 13:38:00,1.25,16767,United Kingdom,15.0
542373,22616,PACK OF 12 LONDON TISSUES,48,2011-01-27 13:38:00,0.29,16767,United Kingdom,13.919999999999998
542373,22900,SET 2 TEA TOWELS I LOVE LONDON,12,2011-01-27 13:38:00,2.95,16767,United Kingdom,35.400000000000006
